game_id,season,game_type,week,gameday,weekday,gametime,away_team,home_team,spread_line,total_line,away_score,home_score,q1_home,q1_away,q2_home,q2_away,q3_home,q3_away,q4_home,q4_away,away_tds,home_tds,away_fgs,home_fgs
2000_01_SF_ATL,2000,REG,1,2000-09-03,Sunday,13:00,SF,ATL,6.5,46.5,28,36,6,7,22,14,36,21,36,28,4,3,0,5
2000_01_JAX_CLE,2000,REG,1,2000-09-03,Sunday,13:00,JAX,CLE,-10.5,38.5,27,7,0,0,7,10,7,20,7,27,3,1,2,0
2000_01_IND_KC,2000,REG,1,2000-09-03,Sunday,13:00,IND,KC,-3.5,44,27,14,0,0,7,7,14,14,14,27,3,2,2,0
2000_01_CHI_MIN,2000,REG,1,2000-09-03,Sunday,13:00,CHI,MIN,4.5,46.5,27,30,6,7,9,13,16,20,30,27,3,3,2,3
2000_01_TB_NE,2000,REG,1,2000-09-03,Sunday,13:00,TB,NE,-3,36,21,16,3,0,10,14,10,21,16,21,3,2,0,1
2000_01_DET_NO,2000,REG,1,2000-09-03,Sunday,13:00,DET,NO,0,40.5,14,10,7,0,7,6,7,14,10,14,1,1,2,1
2000_01_ARI_NYG,2000,REG,1,2000-09-03,Sunday,13:00,ARI,NYG,6.5,40,16,21,7,0,14,0,14,3,21,16,2,3,1,0
2000_01_BAL_PIT,2000,REG,1,2000-09-03,Sunday,13:00,BAL,PIT,-2.5,37,16,0,0,10,0,13,0,16,0,16,1,0,3,0
2000_01_CAR_WAS,2000,REG,1,2000-09-03,Sunday,13:00,CAR,WAS,10.5,47.5,17,20,7,10,7,10,10,10,20,17,2,2,1,2
2000_01_PHI_DAL,2000,REG,1,2000-09-03,Sunday,16:05,PHI,DAL,6,39.5,41,14,0,14,6,24,6,27,14,41,5,1,2,2
2000_01_NYJ_GB,2000,REG,1,2000-09-03,Sunday,16:15,NYJ,GB,2.5,44,20,16,7,7,10,10,13,10,16,20,2,1,2,3
2000_01_SEA_MIA,2000,REG,1,2000-09-03,Sunday,16:15,SEA,MIA,2,36,0,23,10,0,23,0,23,0,23,0,0,2,0,3
2000_01_SD_OAK,2000,REG,1,2000-09-03,Sunday,16:15,SD,OAK,6.5,39.5,6,9,0,0,0,0,2,0,9,6,1,1,0,0
2000_01_TEN_BUF,2000,REG,1,2000-09-03,Sunday,20:20,TEN,BUF,1,40,13,16,0,0,7,6,10,6,16,13,1,1,2,3
2000_01_DEN_STL,2000,REG,1,2000-09-04,Monday,09:00,DEN,STL,6.5,48.5,36,41,7,7,21,17,35,27,41,36,4,6,3,0
2000_02_OAK_IND,2000,REG,2,2000-09-10,Sunday,12:00,OAK,IND,6.5,44,38,31,14,0,24,7,24,31,31,38,5,4,1,1
2000_02_JAX_BAL,2000,REG,2,2000-09-10,Sunday,13:00,JAX,BAL,3,36.5,36,39,0,17,7,23,22,26,39,36,3,5,5,1
2000_02_GB_BUF,2000,REG,2,2000-09-10,Sunday,13:00,GB,BUF,6,38.5,18,27,0,0,10,0,20,10,27,18,2,3,1,2
2000_02_CLE_CIN,2000,REG,2,2000-09-10,Sunday,13:00,CLE,CIN,6,40.5,24,7,0,7,7,14,7,17,7,24,3,1,1,0
2000_02_MIA_MIN,2000,REG,2,2000-09-10,Sunday,13:00,MIA,MIN,3,42.5,7,13,3,0,3,0,3,0,13,7,1,1,0,2
2000_02_NYG_PHI,2000,REG,2,2000-09-10,Sunday,13:00,NYG,PHI,3,39.5,33,18,0,3,3,20,12,27,18,33,3,2,4,2
2000_02_CHI_TB,2000,REG,2,2000-09-10,Sunday,13:00,CHI,TB,7,36.5,0,41,0,0,20,0,34,0,41,0,0,5,0,2
2000_02_KC_TEN,2000,REG,2,2000-09-10,Sunday,13:00,KC,TEN,8.5,38.5,14,17,0,0,7,7,7,7,14,14,2,2,0,1
2000_02_ATL_DEN,2000,REG,2,2000-09-10,Sunday,16:15,ATL,DEN,4.5,47,14,42,13,0,34,7,42,14,42,14,2,5,0,2
2000_02_WAS_DET,2000,REG,2,2000-09-10,Sunday,16:15,WAS,DET,-5.5,43,10,15,3,0,6,7,9,10,15,10,1,0,1,5
2000_02_NO_SD,2000,REG,2,2000-09-10,Sunday,16:15,NO,SD,5.5,35.5,28,27,3,7,24,13,24,19,27,28,3,3,3,2
2000_02_STL_SEA,2000,REG,2,2000-09-10,Sunday,16:15,STL,SEA,-7.5,46,37,34,3,3,10,13,20,20,34,37,4,4,3,2
2000_02_CAR_SF,2000,REG,2,2000-09-10,Sunday,16:15,CAR,SF,-3,48,38,22,0,14,0,28,7,38,22,38,5,3,1,0
2000_02_DAL_ARI,2000,REG,2,2000-09-10,Sunday,20:20,DAL,ARI,3,38.5,31,32,3,7,13,21,23,24,32,31,4,3,1,4
2000_02_NE_NYJ,2000,REG,2,2000-09-11,Monday,09:00,NE,NYJ,6.5,39.5,19,20,7,3,7,12,7,12,20,19,1,3,4,0
2000_03_ATL_CAR,2000,REG,3,2000-09-17,Sunday,13:00,ATL,CAR,6,48.5,15,10,0,3,10,10,10,10,10,15,1,1,2,1
2000_03_PIT_CLE,2000,REG,3,2000-09-17,Sunday,13:00,PIT,CLE,-2.5,35.5,20,23,14,0,14,10,17,20,23,20,2,2,2,3
2000_03_TB_DET,2000,REG,3,2000-09-17,Sunday,13:00,TB,DET,-3,34.5,31,10,3,14,10,21,10,24,10,31,4,1,1,1
2000_03_PHI_GB,2000,REG,3,2000-09-17,Sunday,13:00,PHI,GB,4,42.5,3,6,0,0,0,3,3,3,6,3,0,0,1,2
2000_03_CIN_JAX,2000,REG,3,2000-09-17,Sunday,13:00,CIN,JAX,13,41,0,13,10,0,10,0,10,0,13,0,0,1,0,2
2000_03_SD_KC,2000,REG,3,2000-09-17,Sunday,13:00,SD,KC,4.5,35.5,10,42,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
2000_03_BUF_NYJ,2000,REG,3,2000-09-17,Sunday,13:00,BUF,NYJ,1,38.5,14,27,7,7,21,14,24,14,27,14,2,3,0,2
2000_03_SF_STL,2000,REG,3,2000-09-17,Sunday,13:00,SF,STL,17,55.5,24,41,3,7,17,17,24,17,41,24,3,5,1,2
2000_03_DEN_OAK,2000,REG,3,2000-09-17,Sunday,16:05,DEN,OAK,3,44,33,24,7,17,24,24,24,27,24,33,3,3,4,1
2000_03_NYG_CHI,2000,REG,3,2000-09-17,Sunday,16:15,NYG,CHI,2,42,14,7,0,7,7,7,7,14,7,14,2,1,0,0
2000_03_MIN_NE,2000,REG,3,2000-09-17,Sunday,16:15,MIN,NE,1.5,42.5,21,13,7,7,7,21,7,21,13,21,3,2,0,0
2000_03_NO_SEA,2000,REG,3,2000-09-17,Sunday,16:15,NO,SEA,6,40,10,20,7,7,7,10,10,10,20,10,1,2,1,2
2000_03_BAL_MIA,2000,REG,3,2000-09-17,Sunday,20:20,BAL,MIA,-1.5,34.5,6,19,3,0,6,0,13,3,19,6,0,2,2,2
2000_03_DAL_WAS,2000,REG,3,2000-09-18,Monday,09:00,DAL,WAS,10.5,44,27,21,7,7,7,14,14,17,21,27,3,3,2,0
2000_04_STL_ATL,2000,REG,4,2000-09-24,Sunday,13:00,STL,ATL,-6.5,55,41,20,7,3,13,17,13,27,20,41,5,2,2,2
2000_04_CIN_BAL,2000,REG,4,2000-09-24,Sunday,13:00,CIN,BAL,11.5,38,0,37,10,0,24,0,27,0,37,0,0,4,0,3
2000_04_DET_CHI,2000,REG,4,2000-09-24,Sunday,13:00,DET,CHI,1,37.5,21,14,0,7,0,14,14,14,14,21,3,2,0,0
2000_04_SF_DAL,2000,REG,4,2000-09-24,Sunday,13:00,SF,DAL,6.5,47,41,24,0,3,10,17,10,27,24,41,5,3,2,1
2000_04_NE_MIA,2000,REG,4,2000-09-24,Sunday,13:00,NE,MIA,4.5,34.5,3,10,0,0,10,3,10,3,10,3,0,1,1,1
2000_04_PHI_NO,2000,REG,4,2000-09-24,Sunday,13:00,PHI,NO,1.5,38,21,7,7,0,7,14,7,21,7,21,3,1,0,0
2000_04_TEN_PIT,2000,REG,4,2000-09-24,Sunday,13:00,TEN,PIT,-7,36,23,20,3,10,6,10,6,13,20,23,2,2,3,2
2000_04_GB_ARI,2000,REG,4,2000-09-24,Sunday,15:05,GB,ARI,1,42,29,3,0,7,3,17,3,23,3,29,2,0,5,1
2000_04_KC_DEN,2000,REG,4,2000-09-24,Sunday,16:15,KC,DEN,7,43,23,22,3,7,12,7,22,14,22,23,3,2,1,3
2000_04_CLE_OAK,2000,REG,4,2000-09-24,Sunday,16:15,CLE,OAK,10.5,40.5,10,36,7,7,28,7,28,10,36,10,1,4,1,2
2000_04_SEA_SD,2000,REG,4,2000-09-24,Sunday,16:15,SEA,SD,-2.5,36,20,12,6,10,12,13,12,20,12,20,2,0,2,4
2000_04_NYJ_TB,2000,REG,4,2000-09-24,Sunday,16:15,NYJ,TB,7,36,21,17,3,3,10,6,17,6,17,21,2,2,2,1
2000_04_WAS_NYG,2000,REG,4,2000-09-24,Sunday,20:20,WAS,NYG,1,42,16,6,0,0,0,10,0,16,6,16,2,1,1,0
2000_04_JAX_IND,2000,REG,4,2000-09-25,Monday,09:00,JAX,IND,3.5,45,14,43,7,0,21,14,26,14,43,14,2,5,0,2
2000_05_IND_BUF,2000,REG,5,2000-10-01,Sunday,13:00,IND,BUF,1.5,44,18,16,3,0,9,7,9,7,16,18,2,1,1,3
2000_05_DAL_CAR,2000,REG,5,2000-10-01,Sunday,13:00,DAL,CAR,6.5,47.5,16,13,0,0,10,10,10,13,13,13,1,1,2,2
2000_05_BAL_CLE,2000,REG,5,2000-10-01,Sunday,13:00,BAL,CLE,-8.5,37,12,0,0,3,0,9,0,12,0,12,0,0,4,0
2000_05_MIN_DET,2000,REG,5,2000-10-01,Sunday,13:00,MIN,DET,1,42.5,31,24,7,7,10,10,10,17,24,31,4,3,1,1
2000_05_PIT_JAX,2000,REG,5,2000-10-01,Sunday,13:00,PIT,JAX,11,38.5,24,13,3,7,6,17,6,24,13,24,3,1,1,2
2000_05_SD_STL,2000,REG,5,2000-10-01,Sunday,13:00,SD,STL,17,53.5,31,57,17,3,30,10,47,17,57,31,4,6,1,5
2000_05_NYG_TEN,2000,REG,5,2000-10-01,Sunday,13:00,NYG,TEN,5,38,14,28,7,0,21,0,21,7,28,14,2,4,0,0
2000_05_MIA_CIN,2000,REG,5,2000-10-01,Sunday,16:05,MIA,CIN,-7,33,31,16,10,0,13,10,13,24,16,31,4,1,1,3
2000_05_NE_DEN,2000,REG,5,2000-10-01,Sunday,16:05,NE,DEN,8.5,41,28,19,0,14,3,21,11,28,19,28,4,2,0,1
2000_05_CHI_GB,2000,REG,5,2000-10-01,Sunday,16:15,CHI,GB,5.5,41,27,24,0,10,3,17,10,24,24,27,3,3,2,1
2000_05_ARI_SF,2000,REG,5,2000-10-01,Sunday,16:15,ARI,SF,3.5,47.5,20,27,7,0,17,10,24,10,27,20,2,3,2,2
2000_05_TB_WAS,2000,REG,5,2000-10-01,Sunday,16:15,TB,WAS,1.5,36,17,20,0,7,7,7,10,7,17,17,2,2,1,2
2000_05_ATL_PHI,2000,REG,5,2000-10-01,Sunday,20:20,ATL,PHI,3,41.5,10,38,3,0,6,0,17,7,38,10,1,4,1,3
2000_05_SEA_KC,2000,REG,5,2000-10-02,Monday,09:00,SEA,KC,4,38.5,17,24,0,7,7,14,14,17,24,17,2,3,1,1
2000_06_NO_CHI,2000,REG,6,2000-10-08,Sunday,13:00,NO,CHI,5.5,40,31,10,7,0,7,17,7,24,10,31,4,1,1,1
2000_06_TEN_CIN,2000,REG,6,2000-10-08,Sunday,13:00,TEN,CIN,-10,38,23,14,0,3,14,10,14,20,14,23,2,2,3,0
2000_06_GB_DET,2000,REG,6,2000-10-08,Sunday,13:00,GB,DET,3,43,24,31,10,0,24,6,31,17,31,24,2,4,3,1
2000_06_BUF_MIA,2000,REG,6,2000-10-08,Sunday,13:00,BUF,MIA,2,34.5,13,22,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
2000_06_IND_NE,2000,REG,6,2000-10-08,Sunday,13:00,IND,NE,-3.5,43.5,16,24,3,0,10,10,10,13,24,16,1,3,3,1
2000_06_PIT_NYJ,2000,REG,6,2000-10-08,Sunday,13:00,PIT,NYJ,8,37.5,20,3,0,3,3,10,3,10,3,20,2,0,2,1
2000_06_WAS_PHI,2000,REG,6,2000-10-08,Sunday,13:00,WAS,PHI,-3.5,37.5,17,14,0,7,7,7,7,7,14,17,2,2,1,0
2000_06_CLE_ARI,2000,REG,6,2000-10-08,Sunday,15:15,CLE,ARI,4.5,40.5,21,29,0,7,16,14,26,14,29,21,3,3,0,3
2000_06_NYG_ATL,2000,REG,6,2000-10-08,Sunday,16:05,NYG,ATL,1,42,13,6,0,10,3,13,6,13,6,13,1,0,2,2
2000_06_SEA_CAR,2000,REG,6,2000-10-08,Sunday,16:15,SEA,CAR,3.5,43,3,26,7,0,20,0,23,3,26,3,0,2,1,4
2000_06_DEN_SD,2000,REG,6,2000-10-08,Sunday,16:15,DEN,SD,-6.5,43,21,7,0,7,7,7,7,14,7,21,3,1,0,0
2000_06_OAK_SF,2000,REG,6,2000-10-08,Sunday,16:15,OAK,SF,-4.5,48.5,34,28,0,3,14,6,14,21,28,28,4,4,2,0
2000_06_BAL_JAX,2000,REG,6,2000-10-08,Sunday,20:20,BAL,JAX,2.5,37.5,15,10,3,3,3,6,3,9,10,15,0,1,5,1
2000_06_TB_MIN,2000,REG,6,2000-10-09,Monday,09:00,TB,MIN,1,39,23,30,7,7,17,10,20,16,30,23,2,3,3,3
2000_07_SD_BUF,2000,REG,7,2000-10-15,Sunday,13:00,SD,BUF,10,36.5,24,27,0,3,14,10,14,24,24,24,3,3,1,2
2000_07_OAK_KC,2000,REG,7,2000-10-15,Sunday,13:00,OAK,KC,3,43.5,20,17,0,7,17,7,17,10,17,20,2,2,2,1
2000_07_CAR_NO,2000,REG,7,2000-10-15,Sunday,13:00,CAR,NO,0,40.5,6,24,0,0,10,6,10,6,24,6,0,3,2,1
2000_07_DAL_NYG,2000,REG,7,2000-10-15,Sunday,13:00,DAL,NYG,4,40.5,14,19,0,0,7,0,13,14,19,14,2,2,0,2
2000_07_CIN_PIT,2000,REG,7,2000-10-15,Sunday,13:00,CIN,PIT,8.5,37,0,15,7,0,10,0,13,0,15,0,0,1,0,2
2000_07_ATL_STL,2000,REG,7,2000-10-15,Sunday,13:00,ATL,STL,18,58.5,29,45,7,14,29,21,37,21,45,29,4,6,0,0
2000_07_BAL_WAS,2000,REG,7,2000-10-15,Sunday,13:00,BAL,WAS,3.5,34.5,3,10,0,0,3,3,3,3,10,3,0,1,1,1
2000_07_PHI_ARI,2000,REG,7,2000-10-15,Sunday,15:15,PHI,ARI,-2.5,39,33,14,0,7,0,17,7,24,14,33,4,2,2,0
2000_07_CLE_DEN,2000,REG,7,2000-10-15,Sunday,16:05,CLE,DEN,12.5,44,10,44,3,3,20,3,34,10,44,10,1,5,1,3
2000_07_NYJ_NE,2000,REG,7,2000-10-15,Sunday,16:05,NYJ,NE,3,37,34,17,3,14,10,24,10,31,17,34,4,2,2,1
2000_07_IND_SEA,2000,REG,7,2000-10-15,Sunday,16:05,IND,SEA,-5.5,44,37,24,0,7,17,20,17,34,24,37,4,3,3,1
2000_07_SF_GB,2000,REG,7,2000-10-15,Sunday,16:15,SF,GB,4.5,49.5,28,31,7,0,14,7,21,14,31,28,4,4,0,1
2000_07_MIN_CHI,2000,REG,7,2000-10-15,Sunday,20:20,MIN,CHI,-6,44,28,16,6,0,9,14,9,21,16,28,4,2,0,1
2000_07_JAX_TEN,2000,REG,7,2000-10-16,Monday,09:00,JAX,TEN,6,38,13,27,7,3,17,3,24,3,27,13,1,3,2,2
2000_08_DET_TB,2000,REG,8,2000-10-19,Thursday,20:20,DET,TB,8,37.5,28,14,6,0,11,11,11,14,14,28,3,0,2,4
2000_08_NE_IND,2000,REG,8,2000-10-22,Sunday,12:00,NE,IND,8.5,47,23,30,7,7,7,13,14,23,30,23,2,4,3,1
2000_08_NO_ATL,2000,REG,8,2000-10-22,Sunday,13:00,NO,ATL,-1.5,40,21,19,3,7,13,7,13,14,19,21,3,2,0,2
2000_08_TEN_BAL,2000,REG,8,2000-10-22,Sunday,13:00,TEN,BAL,1,35,14,6,3,0,6,7,6,14,6,14,2,0,0,2
2000_08_SF_CAR,2000,REG,8,2000-10-22,Sunday,13:00,SF,CAR,3,50,16,34,7,0,24,13,31,16,34,16,2,4,1,2
2000_08_DEN_CIN,2000,REG,8,2000-10-22,Sunday,13:00,DEN,CIN,-10,43,21,31,0,7,10,14,17,14,31,21,3,4,0,1
2000_08_ARI_DAL,2000,REG,8,2000-10-22,Sunday,13:00,ARI,DAL,7,41.5,7,48,14,0,27,0,41,0,48,7,1,6,0,2
2000_08_STL_KC,2000,REG,8,2000-10-22,Sunday,13:00,STL,KC,-7,56,34,54,20,0,27,14,40,28,54,34,5,7,0,2
2000_08_BUF_MIN,2000,REG,8,2000-10-22,Sunday,13:00,BUF,MIN,6.5,44.5,27,31,3,0,6,10,13,17,31,27,3,3,2,3
2000_08_CHI_PHI,2000,REG,8,2000-10-22,Sunday,13:00,CHI,PHI,6.5,41,9,13,3,0,10,0,13,0,13,9,0,1,3,2
2000_08_SEA_OAK,2000,REG,8,2000-10-22,Sunday,16:05,SEA,OAK,7.5,44,3,31,7,3,21,3,21,3,31,3,0,4,1,1
2000_08_CLE_PIT,2000,REG,8,2000-10-22,Sunday,16:05,CLE,PIT,9,37.5,0,22,3,0,13,0,16,0,22,0,0,1,0,5
2000_08_WAS_JAX,2000,REG,8,2000-10-22,Sunday,16:15,WAS,JAX,-4,36,35,16,3,7,16,21,16,28,16,35,5,1,0,3
2000_08_MIA_NYJ,2000,REG,8,2000-10-23,Monday,09:00,MIA,NYJ,3,35,37,40,0,17,7,23,7,30,37,37,4,5,3,2
2000_09_CAR_ATL,2000,REG,9,2000-10-29,Sunday,13:00,CAR,ATL,-3,45.5,12,13,3,3,3,6,3,9,13,12,0,1,4,2
2000_09_PIT_BAL,2000,REG,9,2000-10-29,Sunday,13:00,PIT,BAL,4.5,33,9,6,0,0,6,0,6,9,6,9,1,0,1,2
2000_09_NYJ_BUF,2000,REG,9,2000-10-29,Sunday,13:00,NYJ,BUF,3.5,41,20,23,7,7,17,7,17,17,23,20,2,2,2,3
2000_09_CIN_CLE,2000,REG,9,2000-10-29,Sunday,13:00,CIN,CLE,-3,35.5,12,3,0,0,0,7,3,10,3,12,1,0,1,1
2000_09_DET_IND,2000,REG,9,2000-10-29,Sunday,13:00,DET,IND,7,47,18,30,7,0,23,0,23,11,30,18,2,4,1,0
2000_09_GB_MIA,2000,REG,9,2000-10-29,Sunday,13:00,GB,MIA,4.5,38.5,20,28,0,10,7,17,28,17,28,20,2,4,2,0
2000_09_MIN_TB,2000,REG,9,2000-10-29,Sunday,13:00,MIN,TB,3,41,13,41,14,3,31,13,34,13,41,13,1,5,2,2
2000_09_NO_ARI,2000,REG,9,2000-10-29,Sunday,16:05,NO,ARI,-6,41,21,10,7,7,10,7,10,14,10,21,3,1,0,1
2000_09_PHI_NYG,2000,REG,9,2000-10-29,Sunday,16:05,PHI,NYG,3.5,37,7,24,7,0,14,0,14,0,24,7,1,3,0,1
2000_09_STL_SF,2000,REG,9,2000-10-29,Sunday,16:05,STL,SF,-7,63,34,24,7,7,17,14,24,24,24,34,4,3,2,1
2000_09_JAX_DAL,2000,REG,9,2000-10-29,Sunday,16:15,JAX,DAL,4,44.5,23,17,7,0,7,17,10,17,17,17,3,2,1,1
2000_09_KC_SEA,2000,REG,9,2000-10-29,Sunday,16:15,KC,SEA,-4,43,24,19,3,7,10,21,10,21,19,24,3,2,1,2
2000_09_OAK_SD,2000,REG,9,2000-10-29,Sunday,20:20,OAK,SD,-6.5,42.5,15,13,0,9,0,12,7,12,13,15,0,2,5,0
2000_09_TEN_WAS,2000,REG,9,2000-10-30,Monday,09:00,TEN,WAS,4,37.5,27,21,7,0,7,20,14,20,21,27,3,3,2,0
2000_10_TB_ATL,2000,REG,10,2000-11-05,Sunday,13:00,TB,ATL,-7,40,27,14,0,7,0,14,7,17,14,27,3,2,2,0
2000_10_IND_CHI,2000,REG,10,2000-11-05,Sunday,13:00,IND,CHI,-7,45,24,27,10,0,20,0,27,8,27,24,3,3,1,2
2000_10_BAL_CIN,2000,REG,10,2000-11-05,Sunday,13:00,BAL,CIN,-6,32.5,27,7,0,3,0,24,7,24,7,27,3,1,2,0
2000_10_NYG_CLE,2000,REG,10,2000-11-05,Sunday,13:00,NYG,CLE,-10,33.5,24,3,3,0,3,10,3,17,3,24,3,0,1,1
2000_10_MIA_DET,2000,REG,10,2000-11-05,Sunday,13:00,MIA,DET,2.5,39,23,8,0,14,0,17,0,23,8,23,2,1,3,0
2000_10_BUF_NE,2000,REG,10,2000-11-05,Sunday,13:00,BUF,NE,2,39,16,13,0,3,3,10,3,10,13,13,1,1,3,2
2000_10_SF_NO,2000,REG,10,2000-11-05,Sunday,13:00,SF,NO,5.5,48,15,31,7,0,28,0,31,7,31,15,2,4,0,1
2000_10_DAL_PHI,2000,REG,10,2000-11-05,Sunday,13:00,DAL,PHI,3,40,13,16,0,0,0,7,0,10,13,13,1,1,2,3
2000_10_PIT_TEN,2000,REG,10,2000-11-05,Sunday,13:00,PIT,TEN,8,36.5,7,9,0,0,3,0,3,0,9,7,1,0,0,3
2000_10_WAS_ARI,2000,REG,10,2000-11-05,Sunday,16:05,WAS,ARI,-10,40,15,16,10,3,10,12,16,15,16,15,1,2,3,1
2000_10_DEN_NYJ,2000,REG,10,2000-11-05,Sunday,16:15,DEN,NYJ,3,45.5,30,23,0,10,10,20,20,23,23,30,3,2,3,3
2000_10_KC_OAK,2000,REG,10,2000-11-05,Sunday,16:15,KC,OAK,3.5,44,31,49,14,0,28,10,35,17,49,31,4,7,1,0
2000_10_SD_SEA,2000,REG,10,2000-11-05,Sunday,16:15,SD,SEA,4.5,39.5,15,17,0,0,14,3,14,12,17,15,1,2,3,1
2000_10_CAR_STL,2000,REG,10,2000-11-05,Sunday,20:20,CAR,STL,13.5,59.5,27,24,7,6,10,13,24,16,24,27,2,3,4,1
2000_10_MIN_GB,2000,REG,10,2000-11-06,Monday,09:00,MIN,GB,-3.5,47.5,20,26,0,3,10,13,20,20,20,20,2,3,2,2
2000_11_CHI_BUF,2000,REG,11,2000-11-12,Sunday,13:00,CHI,BUF,7,39.5,3,20,0,0,6,3,13,3,20,3,0,2,1,2
2000_11_NO_CAR,2000,REG,11,2000-11-12,Sunday,13:00,NO,CAR,-2,37.5,20,10,0,0,3,7,3,14,10,20,2,1,2,1
2000_11_CIN_DAL,2000,REG,11,2000-11-12,Sunday,13:00,CIN,DAL,8.5,39,6,23,0,0,7,6,20,6,23,6,0,2,2,3
2000_11_ATL_DET,2000,REG,11,2000-11-12,Sunday,13:00,ATL,DET,8.5,40,10,13,7,0,7,7,7,10,13,10,1,1,1,2
2000_11_SEA_JAX,2000,REG,11,2000-11-12,Sunday,13:00,SEA,JAX,7.5,40.5,28,21,7,0,21,14,21,21,21,28,4,3,0,0
2000_11_ARI_MIN,2000,REG,11,2000-11-12,Sunday,13:00,ARI,MIN,12.5,46,14,31,7,7,10,7,17,7,31,14,2,4,0,1
2000_11_PHI_PIT,2000,REG,11,2000-11-12,Sunday,13:00,PHI,PIT,3.5,33,26,23,0,3,6,10,13,13,23,23,2,2,4,3
2000_11_BAL_TEN,2000,REG,11,2000-11-12,Sunday,13:00,BAL,TEN,4,33,24,23,0,7,14,17,14,17,23,24,3,3,1,1
2000_11_NE_CLE,2000,REG,11,2000-11-12,Sunday,13:05,NE,CLE,-7,32,11,19,3,3,13,3,16,3,19,11,1,1,1,4
2000_11_MIA_SD,2000,REG,11,2000-11-12,Sunday,16:05,MIA,SD,-5,33.5,17,7,0,7,0,14,0,17,7,17,2,1,1,0
2000_11_KC_SF,2000,REG,11,2000-11-12,Sunday,16:05,KC,SF,-3.5,52,7,21,0,0,21,0,21,0,21,7,1,3,0,0
2000_11_STL_NYG,2000,REG,11,2000-11-12,Sunday,16:15,STL,NYG,-2,48.5,38,24,0,14,7,28,17,38,24,38,5,3,1,1
2000_11_GB_TB,2000,REG,11,2000-11-12,Sunday,16:15,GB,TB,9,42,15,20,0,0,14,3,14,9,20,15,1,2,3,2
2000_11_NYJ_IND,2000,REG,11,2000-11-12,Sunday,20:20,NYJ,IND,6,52.5,15,23,7,0,17,0,20,7,23,15,2,2,0,3
2000_11_OAK_DEN,2000,REG,11,2000-11-13,Monday,09:00,OAK,DEN,3,50,24,27,7,3,7,10,14,22,24,36,3,3,5,1
2000_12_TB_CHI,2000,REG,12,2000-11-19,Sunday,13:00,TB,CHI,-8,36,10,13,3,0,10,3,10,10,13,10,1,1,1,2
2000_12_IND_GB,2000,REG,12,2000-11-19,Sunday,13:00,IND,GB,-6,46,24,26,5,0,19,0,19,3,26,24,3,3,1,1
2000_12_BUF_KC,2000,REG,12,2000-11-19,Sunday,13:00,BUF,KC,3,42,21,17,0,7,3,7,10,7,17,21,3,2,0,1
2000_12_CAR_MIN,2000,REG,12,2000-11-19,Sunday,13:00,CAR,MIN,9.5,46.5,17,31,14,7,24,14,31,14,31,17,2,4,1,1
2000_12_CIN_NE,2000,REG,12,2000-11-19,Sunday,13:00,CIN,NE,7,36,13,16,7,0,10,10,10,13,16,13,1,1,2,3
2000_12_OAK_NO,2000,REG,12,2000-11-19,Sunday,13:00,OAK,NO,-3,43,31,22,0,3,7,17,13,17,22,31,4,2,1,3
2000_12_DET_NYG,2000,REG,12,2000-11-19,Sunday,13:00,DET,NYG,5,36.5,31,21,0,0,0,21,14,28,21,31,4,3,1,0
2000_12_ARI_PHI,2000,REG,12,2000-11-19,Sunday,13:00,ARI,PHI,7,38,9,34,0,3,10,3,17,3,34,9,1,4,1,2
2000_12_CLE_TEN,2000,REG,12,2000-11-19,Sunday,13:00,CLE,TEN,16,35.5,10,24,0,0,0,0,14,10,24,10,1,3,1,1
2000_12_SD_DEN,2000,REG,12,2000-11-19,Sunday,16:05,SD,DEN,9.5,42.5,37,38,0,3,10,24,17,34,38,37,4,5,3,1
2000_12_NYJ_MIA,2000,REG,12,2000-11-19,Sunday,16:05,NYJ,MIA,3.5,38.5,20,3,0,3,3,6,3,6,3,20,2,0,2,1
2000_12_DAL_BAL,2000,REG,12,2000-11-19,Sunday,16:15,DAL,BAL,7,36,0,27,10,0,17,0,17,0,27,0,0,3,0,2
2000_12_ATL_SF,2000,REG,12,2000-11-19,Sunday,16:15,ATL,SF,5.5,47.5,6,16,3,0,6,3,13,6,16,6,0,1,2,3
2000_12_JAX_PIT,2000,REG,12,2000-11-19,Sunday,20:20,JAX,PIT,3,37,34,24,7,0,10,17,10,34,24,34,4,3,2,1
2000_12_WAS_STL,2000,REG,12,2000-11-20,Monday,09:00,WAS,STL,5.5,56,33,20,10,3,13,13,20,25,20,33,3,2,4,2
2000_13_NE_DET,2000,REG,13,2000-11-23,Thursday,12:30,NE,DET,6.5,38,9,34,3,6,6,6,13,9,34,9,0,4,3,2
2000_13_MIN_DAL,2000,REG,13,2000-11-23,Thursday,16:05,MIN,DAL,-7,48,27,15,3,0,9,10,9,27,15,27,3,1,2,3
2000_13_CLE_BAL,2000,REG,13,2000-11-26,Sunday,13:00,CLE,BAL,15,34,7,44,7,7,31,7,37,7,44,7,1,5,0,3
2000_13_PIT_CIN,2000,REG,13,2000-11-26,Sunday,13:00,PIT,CIN,-4,34,48,28,7,14,14,24,21,45,28,48,6,4,2,0
2000_13_CHI_NYJ,2000,REG,13,2000-11-26,Sunday,13:00,CHI,NYJ,7,39.5,10,17,7,0,17,0,17,3,17,10,1,2,1,1
